"","Q1.Eco.Info.Important","Q2.Belief.In.Eco.Label","Q3.Understand.Eco.Certificate","Q4.Individuals.Can.Improve.Environment","Q5.Corporation.Can.Improve.Environment","Q6.Need.Eco.Certificate.Fashion","Q7.Eco.Cert.Help.Buyers","Q8.Seek.For.Eco.Cert.Clothes","Q9.Buy.Eco.Product","Q10.Pay.More.For.Eco.Products","Q11.Pay.Premium.For.Eco.Clothing","Q12.Ready.To.Pay.More.For.Certified.Eco.Products","Q13.Reduce.Consumption","Q14.Protect.Environment","Q15.Purchase.Less.Harmful.Clothing","Q16.Avoid.Buying.Harmful.Products","Q17.Support.Environmental.Protection","Q18.Rather.Buy.Eco.Clothes","Q19.Price.Of.Eco.Products.More.On.Average","Q20.Prefer.Purchase.More.Expensive.Clothing","Q21.Eco.Label.Brand.Socially.Acceptable","Q22.Rather.Stick.With.Conventional.Brand.Than.Eco.Brand","Q23.Rarely.Swith.Brand.To.Try.Something.New","Q24.No.Different.To.Me.Eco.Clothing.Is.Not.Branded","Q25.Eco.Clothing.More.Fashionable","Q26.Eco.Clothing.Quality.Higher","Q27.Country.Can.Positively.Influence.Environment","Q28.Support.Eco.Protection.Socially.Responsible","Q29.Satisfied.Purchasing.Eco.Clothing","Q30a.Fair.Trade","Q30b.Fair.And.Care","Q30c.Global.Organic.Textile.Standard","Q30d.Fair.Wear.Foundation","Q30e.Clean.Clothes.Campaign","Q30f.Oeko.Tex","Q30g.I.Know.None.Of.Them","Q31a.Fit","Q31b.Comfort","Q31c.Fibre.Material","Q31d.Quality.Workmanship","Q31e.Garment.Life","Q31f.Colour","Q31g.Style","Q31h.Brand","Q31i.Price","Q31j.COO","Q31k.Durability","Q31l.Certified.Eco.Label","Q31m.Certified.Ethical.Label","Q38a.Less.Water.Use","Q38b.Air.Quality","Q38c.Less.Energy.Use","Q38d.Worker.Safety","Q38e.Fair.Wages","Q38f.No.Child.Labour","Q38g.No.Animal.Skin.Use","Q32.Last.Of.My.Circle.Knowing.Latest.Designers.And.Trends","Q33.Little.Shopping.New.Fashion.Than.My.Friends","Q34.Last.Of.My.Circle.Purchase.New.Fashion","Q35.Faster.Knowing.More.About.New.Fashion.Than.Others","Q36.Interest.Buying.Locally.Available.New.Style","Q37.Consider.Buying.New.Styles.Without.Heard.About.It","Q39.Annual.Spending.On.Clothes","Q40.Employment.Status","Q41.Sex","Q42.Income","Q43.Age","Q44.Highest.Level.Of.Education","total_score","sus_val","aes_val","green_con","con_inno","soc_eth","aes_fun","functional","symbolic","financial"
"332",4,5,5,5,4,5,5,3,5,5,2,3,3,5,5,2,5,4,5,3,4,3,3,2,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,7,1,2,1,1,2,18,45,10,23,52,20,15,10,10,5
"333",5,4,5,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,2,2,1,3,3,4,4,4,NA,NA,NA,NA,NA,NA,1,5,5,3,5,3,3,4,2,4,3,4,4,4,4,4,4,4,4,4,5,3,2,4,2,3,3,1,1,2,3,1,2,17,36,7,22,43,17,13,9,5,4
"334",4,3,3,3,3,3,3,3,4,2,2,2,3,4,3,3,3,2,3,3,3,3,3,3,2,2,4,2,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,4,4,4,5,4,3,3,4,3,4,4,4,4,5,3,3,3,3,3,2,3,1,1,2,1,1,2,17,36,8,16,41,16,15,8,8,5
"335",4,4,4,4,4,4,5,4,4,2,3,2,4,4,5,4,4,4,3,3,4,2,3,2,4,3,3,4,4,NA,NA,NA,NA,NA,1,1,5,5,5,4,2,3,3,2,3,2,3,3,4,2,2,3,4,2,3,4,3,2,4,2,4,2,6,1,2,2,1,2,17,26,6,20,34,13,14,8,4,3
"336",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,3,4,5,5,5,1,NA,1,NA,NA,NA,NA,5,5,3,3,5,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,1,1,11,1,2,18,45,6,25,50,20,11,10,6,3
"337",5,4,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,2,5,3,3,5,5,5,5,NA,NA,NA,NA,NA,NA,1,5,5,4,5,5,4,5,3,4,3,4,5,5,4,4,4,4,4,4,4,4,3,4,3,3,3,2,1,1,1,1,2,20,38,9,24,44,16,14,9,6,4
"338",4,3,4,2,2,3,5,4,4,3,3,3,3,4,4,4,5,3,4,3,3,2,3,2,3,3,3,3,3,NA,NA,NA,NA,1,NA,NA,4,4,3,4,4,4,4,2,4,2,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,1,1,2,1,2,18,29,8,15,37,13,11,8,4,4
"339",3,3,3,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,1,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,1,2,18,27,6,17,36,12,9,6,6,3
"340",5,3,3,4,4,3,4,4,4,3,3,3,4,4,4,3,4,4,4,4,4,3,3,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,3,4,4,4,3,3,4,3,3,2,4,3,3,2,3,3,4,4,3,4,2,3,3,4,3,3,1,1,2,2,1,2,18,29,7,19,39,15,11,8,5,3
"341",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,4,4,4,4,4,3,4,3,3,4,4,4,5,4,4,4,4,4,4,4,4,2,4,3,3,3,2,1,1,3,1,2,19,37,7,20,43,16,12,8,7,3
"342",5,3,3,4,5,2,5,3,4,4,4,3,2,2,3,5,4,4,5,5,3,4,4,4,3,3,4,2,5,NA,NA,1,NA,1,NA,NA,4,5,3,3,4,3,4,3,4,3,3,3,2,5,3,4,3,4,4,2,3,3,4,4,4,3,1,1,2,4,1,2,21,31,7,20,43,13,10,8,6,4
"343",5,4,4,5,5,5,5,5,5,5,4,3,5,5,4,5,5,4,5,4,3,1,2,2,3,3,5,5,4,NA,NA,NA,NA,NA,NA,1,5,4,4,4,3,4,4,3,4,1,4,3,5,5,4,4,4,5,4,5,1,1,1,1,1,2,1,1,1,4,1,2,7,39,8,23,37,18,13,8,4,4
"344",5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,1,1,1,2,18,45,10,25,52,20,15,10,10,5
"345",5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,3,5,3,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,4,1,2,1,1,1,18,45,10,25,52,20,15,10,6,5
"346",4,4,3,4,4,3,5,4,4,3,3,3,3,4,4,4,4,3,3,4,4,3,3,3,2,3,4,4,4,NA,NA,NA,NA,NA,NA,1,3,4,4,3,3,3,4,3,3,3,3,4,2,2,4,4,5,4,4,4,3,3,3,3,3,3,7,1,2,1,1,2,18,32,7,19,42,17,10,7,6,3
"347",4,3,3,5,4,3,3,4,4,4,4,4,4,5,4,4,4,4,4,4,3,2,3,3,3,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,3,4,5,3,4,3,3,4,5,4,4,4,5,4,5,5,2,2,1,2,3,3,4,1,2,4,1,2,13,39,9,19,42,19,13,8,6,4
"348",5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,4,1,1,2,1,2,18,45,10,25,52,20,15,10,10,5
"349",4,4,5,3,4,3,3,3,3,2,2,3,3,3,4,4,4,3,3,2,2,3,3,3,3,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,3,5,4,5,3,4,4,2,3,3,3,3,5,3,4,3,3,4,4,5,3,3,4,2,3,3,3,1,2,1,1,2,18,34,8,20,41,16,12,8,5,3
"350",5,4,3,4,5,5,4,3,3,3,1,1,3,3,4,4,4,4,4,4,4,3,3,5,4,4,5,5,3,NA,NA,1,NA,NA,NA,NA,4,5,4,4,5,4,4,4,5,4,5,5,5,4,4,4,5,3,5,5,4,3,4,3,3,3,3,1,1,3,1,2,20,40,8,21,46,18,12,10,8,5
"351",5,4,5,4,4,4,4,3,4,3,3,3,4,4,4,3,4,3,4,3,4,3,3,3,4,4,3,4,4,NA,NA,1,NA,NA,NA,NA,5,4,4,4,4,3,3,3,3,3,4,3,4,4,3,4,4,3,5,5,3,3,3,3,4,4,4,1,2,4,1,2,20,36,6,22,45,17,13,8,6,3
"352",4,4,5,5,5,5,4,3,4,3,3,3,4,4,4,4,4,4,3,3,4,2,3,3,3,3,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,3,4,4,3,5,3,4,3,4,3,3,3,4,4,5,5,3,3,3,3,3,2,2,1,2,2,1,2,17,34,8,23,41,18,12,8,6,5
"353",4,3,4,5,5,4,4,3,3,3,4,3,5,5,5,5,5,5,2,3,3,2,4,2,3,4,4,5,4,NA,NA,NA,NA,NA,NA,1,5,5,5,5,3,3,3,3,4,3,4,5,5,3,4,3,3,3,4,4,4,2,2,2,2,3,1,1,2,1,1,2,15,32,6,21,35,14,15,9,6,4
"354",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,1,1,1,2,18,45,10,25,52,20,15,10,10,5
"355",5,3,4,4,3,4,4,4,5,3,3,3,3,5,4,4,4,4,3,3,3,3,3,3,3,3,4,4,3,NA,NA,NA,1,NA,NA,NA,5,4,4,4,5,3,4,3,5,3,5,4,5,3,3,3,5,5,3,4,1,1,1,2,3,3,2,1,2,1,1,6,11,36,7,19,36,17,13,9,6,5
"356",3,4,4,5,4,4,4,3,4,3,3,3,5,4,4,4,4,3,3,3,5,2,4,2,3,3,3,3,3,NA,NA,1,NA,NA,NA,NA,3,4,4,4,3,4,4,3,3,3,3,3,3,3,3,4,4,3,4,4,3,3,3,3,3,3,4,1,2,2,1,2,18,31,8,20,40,15,11,7,6,3
"357",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,1,NA,1,NA,NA,NA,NA,4,4,4,4,4,5,5,2,4,2,3,4,5,4,5,5,5,5,5,5,3,3,3,3,3,3,3,1,1,2,1,2,18,43,10,25,49,20,12,7,4,4
"358",5,4,4,5,5,5,5,5,5,1,1,1,5,5,3,5,5,4,3,2,2,3,3,3,3,2,5,5,3,NA,NA,1,NA,NA,1,NA,5,5,5,5,4,5,5,3,4,4,4,4,4,3,4,3,4,3,5,5,3,3,3,3,3,3,3,1,1,1,1,2,18,35,10,23,42,17,15,9,7,4
"359",4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,4,2,3,2,4,2,2,2,4,3,3,4,1,2,4,1,2,16,26,8,20,32,11,12,8,8,4
"360",5,3,4,5,5,5,5,4,4,3,3,3,3,5,5,4,5,4,4,4,4,2,4,3,3,3,4,5,5,NA,NA,NA,NA,NA,NA,1,5,5,4,4,5,4,5,5,5,3,5,5,5,5,4,5,5,5,5,5,2,2,3,2,3,1,7,1,2,10,1,2,13,44,9,22,45,20,13,10,8,5
"361",5,5,4,5,5,5,5,3,5,5,3,3,5,5,5,5,5,1,3,3,3,1,3,2,3,3,5,5,4,1,NA,NA,NA,NA,NA,1,4,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,5,4,4,5,3,3,3,3,3,3,4,1,2,6,1,2,18,38,10,24,43,18,14,10,10,5
"362",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,2,2,3,3,3,3,1,1,1,1,2,16,37,8,20,42,17,11,8,8,4
"363",5,4,5,4,5,5,4,5,5,3,3,3,4,5,5,4,4,3,5,3,4,2,4,4,3,3,4,4,4,NA,NA,NA,NA,NA,NA,1,3,3,3,3,3,3,1,2,2,2,2,3,3,3,5,3,5,4,2,5,1,2,1,1,3,5,5,1,1,1,1,2,13,33,4,23,39,16,9,5,4,2
"364",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,2,1,1,1,1,2,18,45,10,25,52,20,15,10,10,5
"365",5,3,5,4,5,3,3,3,4,3,3,3,3,5,4,4,4,3,3,3,5,2,3,3,3,3,5,4,4,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,2,5,3,3,3,5,3,3,3,3,3,3,3,2,2,2,2,3,2,2,1,2,3,1,2,13,31,10,22,32,12,15,8,5,5
"366",5,3,4,5,5,5,5,5,5,3,2,3,4,4,5,5,5,5,4,3,4,2,2,3,4,4,5,4,4,NA,NA,NA,NA,NA,NA,1,5,5,4,5,3,5,4,4,5,2,3,3,4,3,3,3,4,4,5,4,3,3,3,3,4,4,4,1,1,3,1,2,20,33,9,22,43,17,14,8,6,5
"367",5,4,5,5,5,4,5,4,4,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,3,4,NA,NA,1,NA,NA,NA,NA,5,5,5,5,4,5,5,3,4,3,4,5,4,3,5,5,4,4,5,5,3,2,3,3,3,3,4,3,1,1,1,2,17,39,10,24,45,18,15,9,6,4
"368",4,4,4,5,4,4,3,4,4,3,3,4,4,5,5,4,4,4,3,3,3,3,3,2,3,3,4,4,4,NA,NA,1,NA,NA,NA,NA,4,4,3,3,4,3,4,3,3,3,3,3,4,4,4,4,4,5,4,5,3,3,3,3,4,4,5,1,2,1,1,2,20,38,7,21,47,18,10,7,6,3
"369",5,4,4,5,4,5,5,5,5,5,3,4,5,5,5,5,5,5,4,4,4,2,2,2,3,3,4,4,4,NA,NA,1,NA,NA,NA,NA,4,5,5,5,4,3,4,3,4,3,4,4,4,4,5,5,5,4,5,5,4,4,3,3,2,3,3,1,1,3,1,2,19,41,7,22,48,19,14,9,6,4
"370",5,5,4,5,5,5,5,5,5,3,3,3,3,5,4,5,5,5,5,3,4,2,3,4,3,3,5,5,3,NA,NA,NA,1,NA,NA,NA,3,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,1,1,1,1,2,18,36,8,24,43,16,13,7,8,4
"371",5,4,5,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,3,2,3,4,3,3,3,3,4,4,NA,NA,1,1,NA,NA,NA,3,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,4,5,1,2,1,1,2,17,27,7,22,35,11,11,7,7,3
"372",5,4,5,5,5,5,5,4,4,5,5,5,4,5,5,5,5,4,5,3,3,3,3,3,3,3,5,5,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,4,4,4,3,4,3,3,4,5,3,3,3,3,3,3,3,2,3,3,3,3,3,6,1,2,2,1,2,17,30,8,24,36,12,15,8,6,4
"373",5,5,5,5,5,5,5,4,4,3,3,3,3,4,4,3,5,5,5,4,5,2,2,3,3,5,5,5,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,3,5,5,2,2,2,3,4,3,3,3,3,4,3,3,4,3,3,4,3,3,3,4,1,2,1,1,2,19,29,10,25,39,14,15,8,4,2
"374",4,4,4,3,5,3,3,3,4,3,3,3,3,4,4,3,3,3,2,2,3,3,3,3,3,3,4,5,1,NA,NA,NA,NA,NA,NA,1,4,4,3,4,3,4,4,2,3,2,2,3,2,2,4,3,5,5,5,1,2,1,2,2,1,3,2,1,1,4,1,2,11,30,8,20,34,16,11,6,4,3
"375",5,5,5,5,5,5,5,4,4,3,3,3,5,5,5,5,5,4,4,3,3,2,2,3,2,2,5,4,4,NA,NA,NA,NA,NA,NA,1,4,5,5,4,4,4,4,3,5,3,5,3,5,4,4,4,5,4,5,4,3,2,3,3,3,3,1,1,1,1,1,2,17,39,8,25,44,18,13,10,6,5
"376",3,3,4,4,4,4,3,3,3,3,3,3,3,4,4,3,4,3,4,3,4,2,3,2,4,3,4,4,3,NA,NA,1,NA,NA,NA,NA,5,4,4,3,4,3,3,1,4,3,4,3,4,3,3,3,4,4,4,2,2,3,3,2,2,2,3,1,2,1,1,2,14,31,6,18,35,14,12,8,4,4
"377",5,5,5,5,5,4,4,4,4,4,3,3,3,5,4,4,4,4,4,4,4,2,3,2,3,3,4,4,4,NA,NA,NA,NA,NA,NA,1,4,5,4,4,4,4,4,3,4,3,3,3,4,3,3,4,4,4,4,5,3,3,3,3,3,3,4,1,2,1,1,2,18,35,8,25,42,17,12,8,6,4
"378",5,4,5,5,5,5,4,3,4,4,3,3,3,5,4,3,4,3,4,2,4,3,3,3,3,3,5,4,3,NA,NA,NA,NA,NA,NA,1,4,4,3,4,3,5,5,3,3,3,3,3,5,2,2,2,4,2,2,4,1,3,3,3,4,3,3,1,2,1,1,2,17,26,10,24,34,12,11,7,6,3
"379",4,3,4,3,3,3,4,3,4,3,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,4,4,4,4,3,4,3,3,4,2,3,3,4,2,3,2,4,4,4,4,3,3,3,3,3,3,2,1,2,8,1,2,18,30,7,17,38,16,12,7,5,4
"380",4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,2,1,2,1,1,2,18,45,10,21,52,20,15,10,10,5
"381",4,4,3,4,5,5,5,4,4,4,4,4,4,4,5,4,5,3,4,4,3,3,3,2,3,3,3,4,4,1,NA,1,NA,NA,NA,NA,4,5,4,4,4,3,3,3,3,3,4,4,4,2,3,4,3,2,5,5,3,3,2,2,4,3,7,1,2,4,1,2,17,32,6,20,38,15,12,9,6,3
"382",4,4,4,4,4,4,4,4,4,4,3,2,3,3,4,4,3,3,3,3,4,4,3,3,3,3,3,3,4,NA,1,NA,NA,NA,NA,NA,5,5,4,3,3,3,5,3,3,2,2,3,3,4,4,4,4,3,3,3,2,3,4,1,3,3,3,1,2,1,1,2,16,31,8,20,39,13,12,7,5,3
"383",5,3,4,5,3,5,4,4,4,3,3,3,3,4,1,5,5,5,5,3,3,3,3,2,3,2,4,4,4,NA,NA,NA,NA,NA,NA,1,4,3,3,4,3,3,3,2,5,2,2,4,5,3,3,3,3,3,3,3,2,2,2,3,2,2,5,1,2,1,1,2,13,29,6,20,32,12,11,5,4,5
"384",5,5,5,5,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1,NA,NA,NA,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,4,4,4,4,4,2,2,4,4,4,7,1,1,1,1,2,17,32,10,25,38,16,15,10,10,5
"385",5,4,4,3,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,NA,NA,NA,NA,NA,NA,1,4,4,4,5,5,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,1,2,4,1,2,18,37,9,19,43,16,13,9,8,4
"386",5,3,5,5,4,5,5,5,4,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,5,3,1,NA,NA,NA,NA,NA,NA,4,5,4,4,4,3,4,3,4,3,4,5,5,3,4,4,4,3,4,4,3,3,3,3,3,3,4,1,2,1,1,2,18,35,7,22,41,15,12,9,6,4
"387",4,3,3,3,3,3,4,3,3,3,3,3,3,4,5,3,3,3,3,3,3,3,3,3,3,3,4,3,3,NA,NA,NA,NA,NA,NA,1,5,2,4,5,4,5,5,4,5,4,4,3,4,4,4,4,5,5,5,5,3,3,3,3,3,3,2,1,2,1,1,2,18,40,10,16,47,20,14,6,8,5
"388",4,4,2,5,5,5,4,4,5,2,2,4,4,4,4,3,4,4,4,3,4,1,3,2,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,3,5,3,5,5,5,5,5,5,5,5,5,5,2,4,4,3,2,3,1,1,2,2,1,2,18,45,10,20,51,20,15,10,6,5
"389",4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,4,3,3,2,3,3,3,3,4,3,4,4,3,NA,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,3,2,3,3,3,3,3,3,1,1,1,1,1,2,18,33,8,20,40,13,12,8,8,4
"390",5,4,4,5,4,5,5,4,4,4,4,3,4,5,5,4,5,4,4,4,4,3,3,3,3,4,4,4,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,4,4,3,4,4,5,5,5,4,5,4,4,4,5,4,2,2,2,1,3,3,1,1,2,1,1,2,13,40,8,22,41,17,15,10,7,4
"391",4,2,3,3,3,4,4,4,3,3,2,2,3,4,4,4,3,4,4,3,4,2,3,2,3,2,5,4,3,NA,NA,NA,NA,NA,NA,1,5,5,4,4,4,3,3,3,4,3,4,4,5,3,5,4,4,5,4,3,3,3,3,2,3,3,2,1,1,1,1,1,17,37,6,15,42,16,13,9,6,4
"392",4,4,3,4,4,3,4,3,4,2,2,2,4,3,4,3,3,3,3,2,3,3,2,2,3,3,4,3,2,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,2,5,5,3,5,3,3,3,4,2,2,3,4,5,4,5,3,3,4,3,3,2,6,1,2,1,1,2,18,31,10,19,40,18,13,8,6,5
"393",3,3,4,4,4,3,3,3,3,3,3,3,4,5,3,3,3,3,3,3,3,3,4,3,3,3,5,5,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,4,5,5,3,5,3,4,3,3,5,5,5,5,5,5,5,3,3,3,3,3,2,5,1,1,5,1,2,17,42,10,18,49,20,15,9,6,5
"394",4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,4,4,4,4,3,3,3,4,3,4,3,5,4,3,1,NA,NA,NA,NA,1,NA,5,5,4,5,4,4,4,3,4,3,3,3,5,3,4,4,5,5,4,4,3,2,3,3,3,3,3,1,1,4,1,2,17,38,8,19,43,18,14,8,6,4
"395",5,4,4,4,5,5,5,5,5,3,3,3,4,4,5,4,5,4,4,3,4,1,3,3,3,3,5,5,4,NA,NA,NA,NA,NA,NA,1,5,5,5,5,4,4,4,3,4,4,4,4,5,4,5,5,5,5,5,4,2,2,3,3,3,1,5,1,2,2,1,2,14,42,8,22,45,19,15,9,7,4
"396",5,3,4,4,5,4,5,3,4,3,3,2,4,4,3,4,4,3,3,2,4,3,3,4,2,2,5,2,3,NA,NA,NA,NA,NA,NA,1,4,5,3,4,4,5,5,2,3,2,4,2,3,2,3,3,4,4,4,5,3,4,4,3,2,3,7,1,2,1,1,2,19,32,10,21,41,17,11,9,4,3
"397",4,4,3,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,3,3,3,2,3,3,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,3,4,3,4,5,3,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,1,4,1,2,18,28,9,19,36,12,11,8,6,4
"398",4,4,3,3,3,4,3,4,3,3,4,3,4,4,4,3,3,3,2,3,3,4,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,5,2,2,3,4,3,3,1,1,1,3,1,2,17,45,10,17,50,20,15,10,8,5
"399",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,1,3,1,5,4,5,1,5,5,4,5,5,5,5,3,5,4,5,5,4,1,2,7,1,2,27,40,10,25,52,19,15,10,2,3
"400",4,4,3,5,5,5,4,5,4,4,4,4,4,4,4,5,5,5,4,4,4,5,4,4,4,4,5,5,5,1,1,1,NA,NA,1,NA,5,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,5,5,4,3,3,3,3,3,3,2,2,1,4,1,2,18,38,8,21,45,18,13,8,7,3
"401",3,4,3,4,5,4,3,3,4,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,4,3,4,4,3,NA,NA,NA,NA,NA,NA,1,3,4,4,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,2,3,1,2,18,27,6,19,36,12,11,8,6,3
"402",4,4,4,3,5,5,4,4,4,3,3,3,4,4,4,4,5,4,4,4,4,3,3,2,4,4,5,4,4,NA,NA,NA,NA,NA,NA,1,5,5,5,5,4,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,2,3,2,2,4,4,4,1,1,2,1,2,17,36,7,20,43,16,15,8,6,3
"403",3,4,4,3,4,5,4,4,4,4,3,2,4,4,3,3,3,4,3,3,3,2,3,2,3,4,4,4,4,NA,1,NA,NA,NA,NA,1,3,3,4,4,4,3,2,2,2,3,4,4,4,3,3,3,3,4,5,4,2,2,4,1,3,3,1,1,1,3,1,2,15,33,5,18,38,16,11,7,5,2
"404",5,4,4,5,3,4,3,5,5,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,4,4,3,3,2,3,2,2,2,2,3,3,2,4,4,4,4,4,4,4,5,5,5,3,3,3,3,1,1,2,1,2,24,32,5,21,47,16,10,7,4,2
"405",4,4,3,4,4,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,4,2,4,4,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,3,5,5,3,5,3,3,3,4,3,5,5,5,5,5,5,3,3,2,3,4,2,4,1,1,4,1,2,17,40,10,19,47,20,15,8,6,5
"406",4,3,4,4,4,4,4,5,2,3,3,2,2,4,4,3,4,3,2,3,4,2,3,2,3,2,3,4,4,NA,NA,1,NA,NA,NA,NA,4,4,5,5,5,3,4,2,3,3,4,5,3,3,4,4,5,4,4,4,3,3,3,3,3,3,2,1,1,6,1,2,18,36,7,19,43,17,14,8,5,3
"407",5,3,4,3,4,4,4,4,4,3,3,3,3,4,3,4,4,3,4,3,4,3,2,2,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,4,5,3,4,2,3,4,3,4,2,3,2,4,3,3,3,3,3,3,5,4,4,4,2,3,3,6,1,2,1,1,2,20,29,7,19,39,14,11,8,5,4
"408",4,3,4,4,5,4,4,4,4,3,2,2,4,4,4,4,4,3,4,2,4,3,4,3,4,4,4,4,3,NA,1,NA,NA,NA,NA,NA,4,4,4,4,3,4,4,3,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,1,2,1,1,2,23,33,8,20,45,16,12,7,6,4
